driver_id,race_id,lap_number,reaction_time,braking_points,acceleration_points,cornering_speed,overall_performance_rating
19,42,44,0.18,1,12,73.23,3.37
19,42,45,0.53,6,18,55.72,8.97
19,42,46,0.44,9,14,137.74,4.71
19,42,47,0.62,15,5,91.83,9.64
19,42,48,0.54,17,19,54.78,5.22
19,42,49,0.63,3,1,136.66,1.25
19,42,50,0.48,18,15,135.67,6.95
19,42,51,0.29,3,14,131.23,5.28
19,42,52,0.92,20,3,127.56,2.41
19,42,53,0.17,19,18,100.63,1.27
19,42,54,0.43,12,6,66.92,9.0
19,42,55,0.61,3,17,68.68,9.75
19,42,56,0.82,3,19,137.16,7.07
19,42,57,0.67,5,14,93.25,2.84
19,42,58,0.21,7,11,143.11,5.02
19,42,59,0.53,20,3,134.81,7.12
19,42,60,0.91,12,5,77.16,7.19
19,42,61,0.75,14,4,134.55,7.9
19,42,62,0.13,2,4,111.84,7.02
19,42,63,0.36,16,6,130.78,2.95
19,42,64,0.36,18,4,64.89,3.64
19,42,65,0.68,19,12,56.1,3.93
19,42,66,0.85,3,18,91.73,4.05
19,42,67,0.22,17,7,56.97,1.35
19,42,68,0.75,6,13,94.27,2.76
19,42,69,0.84,9,20,106.99,3.88
19,42,70,0.57,13,16,118.37,8.82
20,42,1,0.23,7,9,91.09,6.7
20,42,2,0.17,9,14,84.91,3.82
20,42,3,0.22,4,11,106.16,3.6
20,42,4,0.28,7,18,113.68,3.15
20,42,5,0.55,17,4,137.75,3.71
20,42,6,0.48,6,14,62.12,6.58
20,42,7,0.32,4,19,73.21,2.21
20,42,8,0.7,12,5,113.98,2.24
20,42,9,0.75,20,4,76.57,9.26
20,42,10,0.95,8,14,133.66,5.64
20,42,11,0.65,4,12,144.99,6.06
20,42,12,0.86,18,16,129.2,7.44
20,42,13,0.23,3,6,66.82,5.62
20,42,14,0.25,1,9,142.1,1.31
20,42,15,0.88,10,4,70.89,2.74
20,42,16,0.67,13,17,87.97,4.14
20,42,17,0.41,16,11,119.06,1.32
20,42,18,0.9,15,13,104.21,3.82
20,42,19,0.52,6,2,82.79,5.07
20,42,20,0.42,8,5,136.06,6.55
20,42,21,0.38,1,20,79.77,2.44
20,42,22,0.7,8,13,86.39,2.59
20,42,23,0.58,4,13,64.5,1.38
20,42,24,0.61,4,4,114.59,1.87
20,42,25,0.5,3,15,68.09,7.35
20,42,26,0.79,6,15,90.52,7.55
20,42,27,0.49,10,18,134.49,7.56
20,42,28,0.64,12,15,54.66,4.49
20,42,29,0.58,17,14,100.95,6.25
20,42,30,0.55,1,7,106.64,3.22
20,42,31,0.66,17,18,91.2,9.96
20,42,32,0.67,20,2,86.54,9.95
20,42,33,0.46,20,7,95.17,3.37
20,42,34,0.68,15,1,76.45,3.47
20,42,35,0.74,9,14,113.6,7.94
20,42,36,0.94,10,4,132.58,4.31
20,42,37,0.24,20,2,58.93,3.35
20,42,38,0.98,2,15,82.63,1.77
20,42,39,0.79,18,3,71.52,4.11
20,42,40,0.96,14,17,55.82,6.45
20,42,41,0.66,16,7,70.54,1.48
20,42,42,0.65,14,2,56.55,4.67
20,42,43,0.67,5,1,95.29,8.9
20,42,44,0.25,16,3,149.56,7.19
20,42,45,0.17,17,19,70.53,2.19
20,42,46,0.35,20,10,50.71,3.75
20,42,47,0.69,5,11,90.99,3.28
20,42,48,0.21,15,14,74.27,9.87
20,42,49,0.78,8,7,88.06,7.62
20,42,50,0.13,19,6,76.24,3.1
20,42,51,0.15,10,8,95.92,2.28
20,42,52,0.18,8,16,114.09,3.96
20,42,53,0.88,9,2,82.98,5.15
20,42,54,0.66,2,3,53.23,2.95
20,42,55,0.4,1,14,54.46,6.9
20,42,56,0.85,3,18,96.13,1.78
20,42,57,0.85,7,2,101.13,3.96
20,42,58,0.47,4,8,101.55,3.46
20,42,59,0.18,7,15,87.87,4.57
20,42,60,0.63,2,7,119.7,4.79
20,42,61,0.41,15,17,97.92,7.07
20,42,62,0.38,3,10,88.52,3.56
20,42,63,0.58,2,7,123.58,2.61
20,42,64,0.52,19,10,50.55,3.37
20,42,65,0.63,10,19,58.3,7.85
20,42,66,0.81,7,10,64.24,9.37
20,42,67,0.3,15,5,120.75,4.31
20,42,68,0.93,9,11,52.63,3.54
20,42,69,0.65,7,1,133.03,8.02
20,42,70,0.52,1,20,69.9,7.56
1,43,1,0.14,19,20,87.95,7.5
1,43,2,0.6,3,5,69.39,8.64
1,43,3,0.68,14,8,116.44,3.96
1,43,4,0.2,1,2,74.42,3.29
1,43,5,0.4,11,16,98.71,2.95
1,43,6,0.65,4,13,110.5,5.92
1,43,7,0.35,9,13,131.48,3.59
1,43,8,0.48,1,18,97.52,4.33
1,43,9,0.76,16,1,133.4,6.07
1,43,10,0.69,8,7,109.11,4.67
1,43,11,0.4,15,15,113.27,5.36
1,43,12,0.93,4,8,139.17,4.7
1,43,13,0.37,18,2,80.31,7.23
1,43,14,0.27,10,10,77.54,3.79
1,43,15,0.17,8,7,76.46,9.72
1,43,16,0.47,17,16,107.47,4.83
1,43,17,0.98,8,7,73.45,1.77
1,43,18,0.59,14,9,56.73,8.64
1,43,19,0.6,12,10,66.9,5.88
1,43,20,0.87,12,16,62.27,8.96
1,43,21,0.51,8,14,137.55,5.72
1,43,22,0.31,8,11,117.15,8.74
1,43,23,0.56,10,9,147.77,6.11
1,43,24,0.74,15,5,65.83,9.53
1,43,25,0.33,1,1,121.67,9.38
1,43,26,0.13,2,9,59.7,5.91
1,43,27,0.75,20,2,77.81,2.62
1,43,28,0.85,9,20,104.42,3.05
1,43,29,0.81,17,9,77.81,3.65
1,43,30,0.76,1,14,131.18,2.53
1,43,31,0.31,14,3,108.77,6.42
1,43,32,0.74,9,11,128.87,5.97
1,43,33,0.23,18,11,130.71,3.59
1,43,34,0.54,1,8,62.2,1.78
1,43,35,0.13,10,3,143.55,6.41
1,43,36,0.52,14,6,146.69,5.35
1,43,37,0.19,14,17,140.42,5.45
1,43,38,0.8,2,19,53.63,7.49
1,43,39,0.63,11,19,113.0,9.92
1,43,40,0.35,16,13,133.7,4.98
1,43,41,0.94,7,7,136.57,3.67
1,43,42,0.58,9,5,57.98,2.83
1,43,43,0.94,3,15,111.87,6.36
1,43,44,0.26,1,17,84.1,9.89
1,43,45,0.84,14,18,66.47,6.25
1,43,46,0.31,8,20,85.12,1.68
1,43,47,0.26,2,20,148.73,5.1
1,43,48,0.5,1,16,53.56,3.01
1,43,49,0.3,19,12,84.6,6.61
1,43,50,0.14,20,20,137.95,5.76
1,43,51,0.73,17,13,55.37,9.67
1,43,52,0.14,13,10,131.12,4.98
1,43,53,0.57,10,8,136.71,5.87
1,43,54,0.44,3,16,133.09,1.39
1,43,55,0.2,18,1,72.97,7.88
1,43,56,0.81,19,9,116.09,8.29
1,43,57,0.47,4,3,68.98,5.68
1,43,58,0.79,16,17,111.56,7.63
1,43,59,0.29,4,12,121.45,9.93
1,43,60,0.67,16,5,56.78,5.82
1,43,61,0.23,8,16,121.32,7.66
1,43,62,0.79,6,13,145.01,9.43
1,43,63,0.19,13,18,59.88,6.72
1,43,64,0.47,13,7,103.28,9.25
1,43,65,0.83,1,19,134.6,6.74
1,43,66,0.28,3,1,55.25,1.38
1,43,67,0.31,8,20,128.44,3.57
1,43,68,0.9,15,3,121.57,8.23
1,43,69,0.64,18,4,94.93,7.21
1,43,70,0.38,9,7,57.07,7.98
2,43,1,0.61,14,12,102.2,9.03
2,43,2,0.67,17,10,60.4,6.55
2,43,3,0.82,6,3,105.83,5.21
2,43,4,0.38,3,3,84.15,3.16
2,43,5,0.72,1,17,114.55,8.38
2,43,6,0.39,9,15,125.58,8.9
2,43,7,0.74,14,1,136.43,2.3
2,43,8,0.97,16,18,99.92,9.45
2,43,9,0.85,15,6,93.68,9.44
2,43,10,0.23,7,8,66.03,8.49
2,43,11,0.9,13,8,111.04,6.43
2,43,12,0.7,11,16,132.28,4.35
2,43,13,0.25,4,19,63.88,1.71
2,43,14,0.11,5,8,50.4,9.38
2,43,15,1.0,8,9,65.43,1.9
2,43,16,0.36,4,15,88.48,9.71
2,43,17,0.16,11,4,71.2,8.14
2,43,18,0.54,3,13,81.82,9.99
2,43,19,0.51,11,3,113.15,6.55
2,43,20,0.2,17,8,131.11,4.96
2,43,21,0.86,15,16,123.19,2.61
2,43,22,0.87,6,10,133.21,6.03
2,43,23,0.17,11,4,58.49,9.51
2,43,24,0.52,12,15,99.58,4.3
2,43,25,0.77,13,13,89.08,3.14
2,43,26,0.65,12,13,77.19,1.49
2,43,27,0.51,4,7,113.45,4.29
2,43,28,0.42,15,5,80.77,3.77
2,43,29,0.19,1,2,130.95,9.0
2,43,30,0.95,11,19,149.83,3.39
2,43,31,0.8,12,16,63.72,8.11
2,43,32,0.38,19,20,147.58,1.32
2,43,33,0.56,7,15,77.98,3.41
2,43,34,0.35,6,19,50.42,4.31
2,43,35,0.7,12,16,142.08,1.07
2,43,36,0.91,11,8,143.75,5.66
2,43,37,0.87,19,2,73.59,7.07
2,43,38,0.77,14,6,122.49,9.2
2,43,39,0.42,3,15,81.23,5.56
2,43,40,0.84,19,4,102.75,3.18
2,43,41,0.62,16,5,100.08,8.64
2,43,42,0.19,2,19,144.25,2.24
2,43,43,0.58,10,19,85.12,5.79
2,43,44,0.98,18,14,84.88,2.74
2,43,45,0.16,7,13,55.74,4.03
2,43,46,0.44,17,1,71.6,4.21
2,43,47,0.34,9,17,108.23,2.7
2,43,48,0.33,11,17,130.05,7.63
2,43,49,0.69,18,1,69.18,9.56
2,43,50,0.83,14,14,96.5,7.44
2,43,51,0.48,18,2,54.15,7.23
2,43,52,0.57,7,7,51.16,2.21
2,43,53,0.2,15,8,143.12,7.11
2,43,54,0.77,15,7,125.58,9.04
2,43,55,0.65,19,16,117.71,9.84
2,43,56,0.53,14,11,75.66,1.56
2,43,57,0.92,6,10,94.6,1.65
2,43,58,0.28,6,7,134.27,2.54
2,43,59,0.2,15,12,144.64,2.8
2,43,60,0.47,17,11,101.3,5.8
2,43,61,0.48,11,9,66.51,6.43
2,43,62,0.21,7,11,75.16,2.86
2,43,63,0.52,1,16,109.89,8.48
2,43,64,0.39,16,16,56.82,7.18
2,43,65,0.23,5,8,146.51,8.01
2,43,66,0.4,10,15,66.67,1.79
2,43,67,0.25,9,17,109.59,6.27
2,43,68,0.3,14,14,131.76,7.36
2,43,69,0.14,12,15,82.74,2.23
2,43,70,0.86,2,17,123.88,9.9
3,43,1,0.73,13,6,75.04,2.5
3,43,2,0.78,20,3,136.68,6.7
3,43,3,0.95,15,11,107.89,4.85
3,43,4,0.39,9,20,131.49,2.28
3,43,5,0.47,6,20,139.41,9.21
3,43,6,0.31,8,8,60.46,3.66
3,43,7,0.94,7,17,59.4,1.68
3,43,8,0.17,9,5,149.88,8.92
3,43,9,0.78,2,12,68.75,4.33
3,43,10,0.73,1,4,139.1,2.08
3,43,11,0.33,17,10,98.59,3.21
3,43,12,0.52,2,6,94.23,3.49
3,43,13,0.57,15,14,51.89,4.11
3,43,14,0.76,13,2,63.04,9.27
3,43,15,0.75,12,3,99.47,2.82
3,43,16,0.5,5,6,113.45,5.36
3,43,17,0.4,16,3,58.26,4.91
3,43,18,0.94,11,1,77.76,4.31
3,43,19,0.41,10,8,81.27,2.22
3,43,20,0.93,4,20,75.84,6.89
3,43,21,0.11,16,20,88.15,9.79
3,43,22,0.19,6,9,147.27,7.16
3,43,23,0.66,20,20,96.39,8.9
3,43,24,0.18,13,7,66.93,5.35
3,43,25,0.5,12,4,75.94,2.14
3,43,26,0.65,18,15,51.13,2.74
3,43,27,0.83,10,2,51.52,1.11
3,43,28,0.39,11,8,115.88,3.38
3,43,29,0.94,3,6,83.21,7.54
3,43,30,0.61,15,4,145.31,6.61
3,43,31,0.71,10,14,141.57,3.16
3,43,32,0.23,10,3,98.58,6.55
3,43,33,0.38,6,11,120.17,6.84
3,43,34,0.57,20,9,70.45,7.77
3,43,35,0.17,9,1,50.69,2.17
3,43,36,0.5,18,3,108.31,7.84
3,43,37,0.85,12,10,139.18,8.75
3,43,38,0.87,16,5,110.86,3.3
3,43,39,0.8,2,11,137.9,8.13
3,43,40,0.7,19,3,76.53,6.49
3,43,41,0.13,14,1,121.32,8.93
3,43,42,0.72,7,16,135.83,6.24
3,43,43,0.59,11,18,121.69,2.5
3,43,44,0.53,13,1,67.77,4.9
3,43,45,0.9,9,4,68.8,3.35
3,43,46,0.15,1,18,62.58,6.28
3,43,47,0.56,2,18,84.91,8.78
3,43,48,0.65,11,1,67.07,1.77
3,43,49,0.41,14,12,137.96,2.44
3,43,50,0.37,8,18,58.59,9.56
3,43,51,0.29,9,9,111.34,6.77
3,43,52,0.91,17,6,128.03,9.54
3,43,53,0.19,4,4,89.27,3.45
3,43,54,0.15,9,6,117.84,9.14
3,43,55,0.65,17,16,137.35,6.07
3,43,56,0.51,3,12,85.45,7.59
3,43,57,0.27,7,14,73.06,7.13
3,43,58,0.95,1,20,108.46,5.99
3,43,59,0.73,17,12,70.0,8.26
3,43,60,0.36,4,12,91.82,1.38
3,43,61,0.88,2,18,108.91,6.59
3,43,62,0.57,8,11,144.78,4.83
3,43,63,0.97,17,10,149.56,10.0
3,43,64,0.57,7,18,73.5,6.85
3,43,65,0.55,17,16,80.04,3.72
3,43,66,0.84,14,18,133.61,2.07
3,43,67,0.4,17,14,140.81,5.61
3,43,68,0.92,13,13,55.8,8.4
3,43,69,0.28,1,18,142.39,5.06
3,43,70,0.92,16,4,61.19,4.03
4,43,1,0.72,2,15,80.63,3.61
4,43,2,0.16,4,9,114.33,4.73
4,43,3,0.42,8,5,60.88,8.87
4,43,4,0.5,12,14,97.06,6.46
4,43,5,0.13,13,4,99.74,5.02
4,43,6,0.84,18,20,67.05,1.88
4,43,7,0.92,8,9,105.45,8.65
4,43,8,0.99,4,14,110.08,9.89
4,43,9,0.19,2,6,65.13,7.12
4,43,10,0.69,20,13,117.8,7.76
4,43,11,0.92,19,20,146.45,9.86
4,43,12,0.77,7,2,113.43,1.11
4,43,13,0.35,1,4,83.98,9.92
4,43,14,0.99,14,9,51.13,4.25
4,43,15,0.93,13,4,68.38,7.61
4,43,16,0.8,6,17,73.27,8.62
4,43,17,0.52,9,12,133.41,3.83
4,43,18,0.22,7,11,62.81,3.5
4,43,19,0.81,7,1,108.32,7.13
4,43,20,0.68,11,5,115.99,6.68
4,43,21,0.97,10,11,133.07,3.53
4,43,22,0.23,16,18,87.42,7.39
4,43,23,0.34,13,5,128.08,6.12
4,43,24,0.52,12,7,121.11,9.6
4,43,25,0.42,20,5,108.67,4.86
4,43,26,0.65,10,17,128.44,9.95
4,43,27,0.93,11,2,51.14,4.43
4,43,28,0.73,7,7,69.1,2.11
4,43,29,0.72,17,8,100.63,9.6
4,43,30,0.49,4,13,108.75,6.29
4,43,31,0.46,4,18,149.08,6.46
4,43,32,0.21,12,6,78.14,5.77
4,43,33,0.73,2,4,78.43,2.44
4,43,34,0.28,8,13,64.32,7.64
4,43,35,0.81,15,7,67.56,5.37
4,43,36,0.63,3,6,112.58,6.1
4,43,37,0.3,7,19,66.78,2.88
4,43,38,0.43,20,20,107.7,9.33
4,43,39,0.59,19,16,67.68,9.11
4,43,40,0.7,15,10,76.87,5.87
4,43,41,0.12,15,11,127.11,9.46
4,43,42,0.56,4,5,68.4,3.4
4,43,43,0.59,13,20,54.34,8.47
4,43,44,0.28,2,7,87.06,5.8
4,43,45,0.44,10,17,142.39,2.78
4,43,46,0.52,12,9,81.29,3.68
4,43,47,0.77,14,5,145.69,4.67
4,43,48,0.2,6,6,138.06,4.33
4,43,49,0.18,5,20,103.78,7.01
4,43,50,0.53,9,11,61.84,7.36
4,43,51,0.3,19,10,149.83,8.57
4,43,52,0.58,2,17,148.61,2.12
4,43,53,0.69,2,1,101.29,3.15
4,43,54,0.12,9,16,99.25,4.71
4,43,55,0.12,5,10,65.96,1.54
4,43,56,0.9,19,2,78.02,9.35
4,43,57,0.15,19,1,119.14,7.7
4,43,58,0.74,16,12,124.15,1.44
4,43,59,0.95,15,20,117.22,9.97
4,43,60,1.0,7,11,124.59,7.62
4,43,61,0.23,3,17,110.28,3.34
4,43,62,0.73,6,6,84.27,7.11
4,43,63,0.38,12,9,130.04,8.56
4,43,64,0.32,1,4,64.58,7.87
4,43,65,0.46,9,17,71.93,6.3
4,43,66,0.48,9,8,144.5,3.52
4,43,67,0.57,12,17,81.92,6.84
4,43,68,0.56,9,8,84.07,5.9
4,43,69,0.25,4,13,135.73,7.47
4,43,70,0.5,14,18,82.58,2.3
5,43,1,0.29,8,16,65.7,1.35
5,43,2,0.88,6,4,53.5,8.48
5,43,3,0.3,2,19,142.34,5.71
5,43,4,0.44,11,20,51.77,3.62
5,43,5,0.88,10,13,55.61,1.26
5,43,6,0.73,7,7,82.42,7.32
5,43,7,0.22,17,19,94.44,9.11
5,43,8,0.78,18,9,69.78,8.18
5,43,9,0.22,2,4,99.27,5.7
5,43,10,0.2,9,12,136.7,8.3
5,43,11,0.87,14,2,111.24,4.73
5,43,12,0.65,16,18,117.51,5.76
5,43,13,0.48,11,9,62.14,8.35
5,43,14,0.13,5,8,123.34,2.36
5,43,15,0.77,17,4,114.7,6.15
5,43,16,0.18,4,18,136.85,2.86
5,43,17,0.45,6,17,113.39,4.14
5,43,18,0.46,10,20,141.72,1.96
5,43,19,0.41,7,11,109.57,1.7
5,43,20,0.87,20,5,117.04,5.9
5,43,21,0.17,10,20,70.27,4.12
5,43,22,0.92,19,15,149.19,8.44
5,43,23,0.49,4,1,124.11,7.13
5,43,24,0.83,12,20,146.65,5.54
5,43,25,0.11,10,7,93.33,1.2
5,43,26,0.39,10,5,118.76,4.24
5,43,27,0.34,12,16,76.47,5.43
5,43,28,0.62,12,16,78.74,1.36
5,43,29,0.78,17,19,102.19,1.6
5,43,30,0.53,13,13,139.04,6.85
5,43,31,0.73,7,9,64.48,1.21
5,43,32,0.9,10,13,53.77,2.89
5,43,33,0.76,3,13,99.03,5.56
5,43,34,0.84,1,19,62.46,2.37
5,43,35,0.25,2,7,143.74,8.69
5,43,36,0.71,11,1,118.37,4.1
5,43,37,0.67,17,2,119.28,9.2
5,43,38,0.91,8,20,62.88,3.54
5,43,39,0.69,2,14,82.97,2.66
5,43,40,0.95,20,20,108.1,8.83
5,43,41,0.36,12,17,140.03,9.66
5,43,42,0.85,3,14,68.94,2.18
5,43,43,0.9,3,14,107.47,4.97
5,43,44,0.58,2,4,111.11,7.18
5,43,45,0.92,7,4,77.06,6.12
5,43,46,0.87,5,16,87.61,7.4
5,43,47,0.7,19,2,93.91,1.23
5,43,48,0.18,16,7,83.17,1.33
5,43,49,0.6,4,2,134.86,6.02
5,43,50,0.45,10,14,82.56,8.45
5,43,51,0.57,10,1,75.44,5.15
5,43,52,0.86,12,5,97.93,1.44
5,43,53,0.29,19,5,69.56,7.62
5,43,54,0.96,8,4,87.82,6.66
5,43,55,0.23,2,6,130.86,5.77
5,43,56,0.81,18,16,86.07,2.9
5,43,57,0.73,15,15,64.11,8.21
5,43,58,0.1,4,16,62.48,6.75
5,43,59,0.2,4,10,106.04,3.98
5,43,60,0.99,5,14,73.24,8.65
5,43,61,0.48,19,8,97.83,1.87
5,43,62,0.31,8,12,107.05,5.8
5,43,63,0.11,13,3,114.69,4.05
5,43,64,0.2,7,12,93.91,2.11
5,43,65,0.38,7,10,114.03,4.35
5,43,66,0.5,1,17,115.57,3.58
5,43,67,0.63,6,5,115.65,9.54
5,43,68,0.29,15,19,71.34,9.8
5,43,69,0.98,13,16,126.43,9.74
5,43,70,0.45,4,1,60.28,8.57
6,43,1,0.9,9,7,149.83,6.06
6,43,2,0.77,6,6,127.27,3.02
6,43,3,0.53,9,9,123.97,6.22
6,43,4,0.67,6,2,129.29,8.6
6,43,5,0.85,10,10,88.29,2.97
6,43,6,0.11,8,15,77.37,7.42
6,43,7,0.25,1,8,120.08,6.93
6,43,8,0.92,6,15,103.86,8.79
6,43,9,0.53,7,16,104.67,5.71
6,43,10,0.95,14,5,61.53,7.33
6,43,11,0.4,18,10,121.95,5.02
6,43,12,0.49,11,1,80.22,8.8
6,43,13,0.22,5,5,110.0,2.27
6,43,14,0.79,10,17,121.33,5.55
6,43,15,0.48,20,11,77.67,6.7
6,43,16,0.54,17,1,63.99,5.26
6,43,17,0.31,10,17,145.62,8.38
6,43,18,0.6,5,11,123.49,6.81
6,43,19,0.94,17,9,141.83,3.79
6,43,20,0.77,13,1,94.31,1.98
6,43,21,0.18,1,2,139.45,5.61
6,43,22,0.4,19,7,121.15,5.0
6,43,23,0.68,14,8,135.5,7.29
6,43,24,0.99,17,10,138.86,2.0
6,43,25,0.93,19,16,148.3,3.74
6,43,26,0.5,8,15,111.12,3.84
6,43,27,0.2,12,1,87.31,7.55
6,43,28,0.43,16,13,109.71,8.88
6,43,29,0.61,17,12,67.87,6.72
6,43,30,0.16,12,11,65.73,8.94
6,43,31,0.85,10,14,66.42,6.94
6,43,32,0.92,12,5,132.99,9.58
6,43,33,0.51,17,12,113.32,5.82
6,43,34,0.34,14,8,58.73,7.88
6,43,35,0.88,16,16,114.86,4.74
6,43,36,0.12,15,4,93.05,1.36
6,43,37,0.53,18,19,100.03,1.66
6,43,38,0.97,13,7,87.46,4.87
6,43,39,0.89,5,16,88.49,1.41
6,43,40,0.73,9,19,51.58,2.05
6,43,41,0.9,12,10,110.83,3.01
6,43,42,0.84,13,13,87.8,9.49
6,43,43,0.41,3,20,141.83,8.9
6,43,44,0.2,3,13,142.94,5.87
6,43,45,0.69,17,5,125.36,9.28
6,43,46,0.23,11,20,143.52,2.14
6,43,47,0.99,13,20,61.57,7.21
6,43,48,0.67,6,3,55.26,3.46
6,43,49,0.79,2,4,61.18,9.29
6,43,50,0.42,14,12,99.0,5.15
6,43,51,0.45,13,20,50.76,5.15
6,43,52,0.81,18,14,141.5,3.42
6,43,53,0.7,6,16,76.01,6.33
6,43,54,0.61,1,1,137.45,3.48
6,43,55,0.5,2,3,148.6,5.45
6,43,56,0.57,13,1,148.85,2.13
6,43,57,0.33,12,4,93.96,3.64
6,43,58,0.24,10,7,88.63,6.16
6,43,59,0.89,2,18,81.61,3.67
6,43,60,0.65,17,16,71.54,6.39
6,43,61,0.22,17,12,64.47,8.74
6,43,62,0.31,4,20,87.59,6.82
6,43,63,0.24,15,5,72.2,5.45
6,43,64,0.35,4,15,137.52,6.4
6,43,65,0.17,8,15,105.57,6.85
6,43,66,0.99,12,12,70.9,9.36
6,43,67,0.25,9,14,141.28,9.53
6,43,68,0.42,1,3,53.37,5.32
6,43,69,0.12,1,2,131.79,2.93
6,43,70,1.0,2,2,109.32,6.44
7,43,1,0.48,17,9,127.12,5.95
7,43,2,0.71,4,20,74.68,6.46
7,43,3,0.84,6,10,80.57,5.28
7,43,4,0.14,18,7,91.53,2.56
7,43,5,0.84,19,10,138.59,1.75
7,43,6,0.64,8,16,103.46,9.22
7,43,7,0.79,3,9,99.84,8.61
7,43,8,0.75,19,17,94.07,7.34
7,43,9,0.77,9,6,109.51,1.52
7,43,10,0.18,10,20,129.11,9.95
7,43,11,0.35,16,9,148.19,9.15
7,43,12,0.86,5,13,111.71,9.17
7,43,13,0.17,7,1,98.67,3.93
7,43,14,0.97,19,19,132.38,7.33
7,43,15,0.55,18,11,98.75,1.19
7,43,16,0.57,5,8,114.12,5.9
7,43,17,0.38,5,14,143.37,5.79
7,43,18,0.68,12,4,83.25,9.84
7,43,19,0.65,2,3,56.7,9.56
7,43,20,0.26,7,11,64.37,3.94
7,43,21,0.55,3,8,86.95,7.8
7,43,22,0.97,7,12,88.63,6.59
7,43,23,0.89,7,3,116.02,9.55
7,43,24,0.39,19,11,91.08,1.74
7,43,25,0.13,2,5,106.97,7.87
7,43,26,0.88,10,4,60.07,5.09
7,43,27,0.15,6,16,54.33,6.87
7,43,28,0.7,12,4,81.88,7.7
7,43,29,0.63,18,6,145.89,9.22
7,43,30,0.86,11,13,82.03,2.67
7,43,31,0.45,9,2,90.04,9.92
7,43,32,0.38,9,15,124.43,2.29
7,43,33,0.5,4,18,88.32,1.46
7,43,34,0.15,5,7,130.77,6.8
7,43,35,0.15,8,11,60.25,4.34
7,43,36,0.91,13,12,88.24,8.69
7,43,37,0.6,3,2,52.3,7.54
7,43,38,0.7,14,12,63.93,8.58
7,43,39,0.99,6,20,120.54,9.29
7,43,40,0.85,5,11,61.65,8.25
7,43,41,0.44,7,6,77.26,5.57
7,43,42,0.77,15,2,90.89,9.42
7,43,43,0.22,11,10,117.35,3.08
7,43,44,0.99,20,16,101.39,8.45
7,43,45,0.72,18,17,111.05,6.23
7,43,46,0.71,12,10,51.4,5.25
7,43,47,0.27,17,8,124.78,9.3
7,43,48,0.98,11,20,119.09,3.88
7,43,49,0.45,8,1,132.21,7.56
7,43,50,0.15,2,7,62.77,5.31
7,43,51,0.51,11,5,124.83,5.1
7,43,52,0.15,18,11,147.69,2.17
7,43,53,0.87,6,8,146.77,8.71
7,43,54,0.5,2,18,121.82,6.69
7,43,55,0.28,2,6,86.54,5.53
7,43,56,0.59,18,16,147.45,4.8
7,43,57,0.64,5,3,116.89,2.23
7,43,58,0.42,7,10,127.76,5.21
7,43,59,0.69,14,1,96.13,5.24
7,43,60,0.39,1,1,95.47,8.63
7,43,61,0.79,18,10,112.77,7.61
7,43,62,0.28,1,17,70.82,6.6
7,43,63,0.47,20,6,113.33,5.11
7,43,64,0.82,4,18,71.55,4.02
7,43,65,0.53,9,1,117.07,5.46
7,43,66,0.25,7,11,62.67,1.89
7,43,67,0.55,9,18,149.73,8.72
7,43,68,0.82,14,8,87.01,5.82
7,43,69,0.23,13,15,105.55,6.3
7,43,70,0.98,13,3,58.52,7.4
8,43,1,0.95,12,1,122.06,5.99
8,43,2,0.96,2,5,140.81,7.49
8,43,3,0.95,13,6,61.12,9.38
8,43,4,0.62,10,10,60.59,7.19
8,43,5,0.2,17,9,134.87,3.0
8,43,6,0.21,8,20,86.56,4.31
8,43,7,0.75,10,3,109.18,1.41
8,43,8,0.46,9,8,148.34,6.15
8,43,9,0.46,20,9,96.46,2.78
8,43,10,0.4,15,19,60.81,4.9
8,43,11,0.26,11,14,70.86,1.17
8,43,12,0.82,16,12,84.56,4.99
8,43,13,0.9,14,4,88.68,4.71
8,43,14,0.92,13,1,75.99,8.97
8,43,15,0.15,2,16,62.91,2.79
8,43,16,0.89,17,3,119.4,9.9
8,43,17,0.31,16,16,146.0,6.04
8,43,18,0.8,11,8,87.26,9.56
8,43,19,0.92,15,4,101.33,5.45
8,43,20,0.36,15,13,97.62,6.99
8,43,21,0.69,19,14,118.1,4.26
8,43,22,0.34,14,2,58.02,6.93
8,43,23,0.95,14,19,52.52,9.18
8,43,24,0.86,20,6,61.52,1.59
8,43,25,0.82,17,4,123.12,1.97
8,43,26,0.51,8,8,95.52,6.07
8,43,27,0.94,1,4,106.47,6.68
8,43,28,0.45,2,7,104.2,5.89
8,43,29,0.53,5,20,62.16,2.16
8,43,30,0.82,2,7,125.76,8.45
8,43,31,0.29,20,2,148.01,6.67
8,43,32,0.26,20,20,125.79,9.81
8,43,33,0.38,11,1,78.28,5.45
8,43,34,0.29,15,3,119.13,8.84
8,43,35,0.72,20,4,123.57,4.8
8,43,36,0.58,7,1,107.31,2.8
8,43,37,0.7,14,7,133.34,9.77
8,43,38,0.52,2,17,113.15,9.93
8,43,39,0.88,6,2,78.12,1.13
8,43,40,0.97,5,14,77.25,5.34
8,43,41,0.56,20,2,83.91,6.43
8,43,42,0.41,11,20,91.17,1.5
8,43,43,0.36,13,15,77.99,4.29
8,43,44,0.83,2,2,135.87,1.89
8,43,45,0.46,18,18,82.98,5.83
8,43,46,0.12,2,10,97.61,8.45
8,43,47,0.88,7,4,130.42,9.79
